pc1,pc2,cluster,predicted_species,true_species
0.8754071908577374,0.5090639567734085,2,virginica,versicolor
0.3502516679950828,-0.1963117345514444,0,versicolor,versicolor
0.15881004754797146,-0.7920957424327213,0,versicolor,versicolor
1.2250936335624312,-1.6222438030915016,0,versicolor,versicolor
0.16491789938632737,-1.3026092302957726,0,versicolor,versicolor
0.7376826487712581,0.3965715619602384,2,virginica,versicolor
0.4762871909409714,-0.41732028121355075,0,versicolor,versicolor
1.2341780976571486,-0.9333257287992783,0,versicolor,versicolor
0.6328581997098219,-0.41638772088909953,0,versicolor,versicolor
0.7026611831361823,-0.06341181972479999,0,versicolor,versicolor
0.8742736538812902,0.2507933929006122,2,virginica,versicolor
1.2565091165418831,-0.07725601969586889,2,virginica,versicolor
1.3584051214406316,0.3313116817908979,2,virginica,versicolor
0.6648003672253947,-0.2259278546948438,0,versicolor,versicolor
-0.040258610900595196,-1.0587185465539084,0,versicolor,versicolor
0.13079517549786068,-1.562271834209967,0,versicolor,versicolor
0.023452688970550983,-1.572475594216704,0,versicolor,versicolor
0.24153827295451102,-0.7772563825848415,0,versicolor,versicolor
1.0610946088426139,-0.6338432447349472,0,versicolor,versicolor
0.2239787735123798,-0.28777351204320273,0,versicolor,versicolor
0.4291391155161608,0.845582240905078,2,virginica,versicolor
1.0487280512090873,0.5220517968629425,2,virginica,versicolor
1.044531384396279,-1.3829887191907815,0,versicolor,versicolor
0.06958832111642314,-0.21950333464771518,0,versicolor,versicolor
0.28347723828757543,-1.3293246390695763,0,versicolor,versicolor
0.279077776055461,-1.120028523742404,0,versicolor,versicolor
0.6245697914985715,0.024923029254012446,0,versicolor,versicolor
0.33653037013143583,-0.9884040176703599,0,versicolor,versicolor
-0.362183384619383,-2.0192378732386116,0,versicolor,versicolor
0.2885862388231574,-0.8557303199870664,0,versicolor,versicolor
0.09136065565450557,-0.18119212582577543,0,versicolor,versicolor
0.2277168655347002,-0.384920080987354,0,versicolor,versicolor
0.5763882886534788,-0.1548735972165588,0,versicolor,versicolor
-0.4476670190286113,-1.5437920343977558,0,versicolor,versicolor
0.2567305888875848,-0.5988517961556694,0,versicolor,versicolor
1.8445688677230285,0.870421312324822,2,virginica,virginica
1.1578816132057794,-0.6988698623306909,0,versicolor,virginica
2.2052667910753776,0.562010477008355,2,virginica,virginica
1.4401506638275392,-0.04698758810580713,2,virginica,virginica
1.867812220330537,0.2950448244570191,2,virginica,virginica
2.7518733356662763,0.8004092010275413,2,virginica,virginica
0.3670176878607244,-1.5615028914765063,0,versicolor,virginica
2.3024394446251963,0.4200655796427759,2,virginica,virginica
2.006686467676605,-0.7114386535471592,2,virginica,virginica
2.2597773490125,1.9210103764598856,2,virginica,virginica
1.3641754921860076,0.6927564544903865,2,virginica,virginica
1.6026786704779301,-0.42170044977261756,2,virginica,virginica
1.883900701703242,0.41924965060512315,2,virginica,virginica
1.2601150991975074,-1.162260421406464,0,versicolor,virginica
1.4676452010173238,-0.4422715873770831,0,versicolor,virginica
1.5900773176145655,0.6762448057233195,2,virginica,virginica
1.471431461133318,0.25562182447147,2,virginica,virginica
2.4263289873157,2.5566612507954916,2,virginica,virginica
3.310695583933886,0.017780949320626502,2,virginica,virginica
1.2637666736398276,-1.7067453803762678,0,versicolor,virginica
2.037716301469404,0.9104674096183102,2,virginica,virginica
0.9779807342494214,-0.5717643248129923,0,versicolor,virginica
2.897651490734168,0.41364105959564723,2,virginica,virginica
1.3332321759732084,-0.4818112186494295,0,versicolor,virginica
1.7007338974912167,1.0139218673227905,2,virginica,virginica
1.9543267058530707,1.0077775961534519,2,virginica,virginica
1.1751036315549324,-0.3163944723097913,0,versicolor,virginica
1.0209505506957908,0.06434602923956144,2,virginica,virginica
1.788349920179665,-0.18736121459082933,2,virginica,virginica
1.8636475533282606,0.5622907258861444,2,virginica,virginica
2.435953727922703,0.25928443314427996,2,virginica,virginica
2.3049277218317643,2.626323468232378,2,virginica,virginica
1.862703219794955,-0.17854949462549097,2,virginica,virginica
1.1141477406864746,-0.29292262333573166,0,versicolor,virginica
1.2024733016783906,-0.811315270839669,0,versicolor,virginica
2.7987704475781072,0.8568033294971049,2,virginica,virginica
1.576255910194754,1.0685811073208067,2,virginica,virginica
1.3462921036270616,0.42243061085250777,2,virginica,virginica
0.9248249165424192,0.01722310045228374,0,versicolor,virginica
1.8520450517676696,0.676128174436521,2,virginica,virginica
2.014810429954875,0.6138856369235743,2,virginica,virginica
1.9017840902621888,0.6895754942430021,2,virginica,virginica
1.1578816132057794,-0.6988698623306909,0,versicolor,virginica
2.040558228052092,0.8675206009552276,2,virginica,virginica
1.9981470959523757,1.049168747184144,2,virginica,virginica
1.87050329295641,0.3869660816657251,2,virginica,virginica
1.5645804830303276,-0.8966868088965264,0,versicolor,virginica
1.5211704996278375,0.26906914427795126,2,virginica,virginica
1.3727877895140728,1.011254418526792,2,virginica,virginica
0.9606560300371276,-0.024331668169399908,0,versicolor,virginica
